"sitecode","countrycode","perclogged","site_ha","area_ha_2001","area_ha_2002","area_ha_2003","area_ha_2004","area_ha_2005","area_ha_2006","area_ha_2007","area_ha_2008","area_ha_2009","area_ha_2010","area_ha_2011","area_ha_2012","area_ha_2013","area_ha_2014","area_ha_2015","area_ha_2016","area_ha_2017","area_ha_2018","area_ha_2019","area_ha_2020","area_ha_2021","area_ha_2022","area_ha_2023","most_disturbed_year","most_disturbed_year_ha","sitename"
"GR1210001","GR",0.0235750741615956,25399.59,6.58471679002047,15.5510549555719,4.95693121450022,15.6607127729058,6.30020039864816,11.7127575885504,15.0198011977784,36.9688436408504,34.4907474737987,18.1605759733915,23.3413334814319,34.2167116981256,2.07,4.68,10.8916576329991,38.0287766812602,31.2608442288637,15.57,17.1383096527308,57.957556463331,40.4288393918169,80.9397605668008,76.8670861207461,2022,80.9397605668008,"OROS VERMIO"
"GR1270003","GR",0.0394739774514147,33426.43,23.13,34.1795322132111,10.89,48.902463992089,41.4,42.4776360189915,46.17,46.44,64.9785906279087,42.3848243558407,57.4314145937562,115.190949534774,66.33,87.66,43.38,65.79,59.6651971185207,86.7527055287361,70.2831033754349,76.68,70.1977267420292,56.16,63,2012,115.190949534774,"CHERSONISOS ATHOS"
"GR3000001","GR",0.0118623764799594,14921.81,1.98738521207124,11.3955112532438,0,3.90315995156765,0.09,0.338597059696913,97.3639483550191,44.8459530356526,0.27,0,0,0.18,0,0,0,0,0,0,0.18,4.59,1.73168769702315,3.47431184098357,6.6575735771656,2007,97.3639483550191,"OROS PARNITHA"
"HR1000006","HR",0.0674825729434299,43549.25,160.11,36.27,34.5550183171034,462.125131145501,61.654791560818,19.6569655662775,153.966875059591,50.780005412873,51.1495077682659,30.55916664524,60.8401857922599,289.67304874599,250.661768084764,178.952228447199,65.5168821895123,146.285187261114,67.2125791829545,94.1019932062179,49.4181603205204,203.67,77.3347892867158,174.179596427857,220.141559335892,2004,462.125131145501,"Spačvanski bazen"
"HR1000011","HR",0.0455986222731451,20771.36,23.5899969121814,5.67,37.6219758117199,45.2633280962706,25.02,5.4,77.0992783159018,83.2407191755262,18.81,77.3452963833511,3.14123497009277,61.899634481587,2.60174630776048,2.63210006922483,4.01733868986368,47.3028311249614,77.8014363185316,105.755567776118,60.1215540075302,50.4364987853062,36.6363577151299,65.6783713933825,30.0601324050766,2018,105.755567776118,"Ribnjaci Grudnjak i Našice"
"HR1000016","HR",0.055998887206545,66335.33,51.1366553397803,117.769025280923,65.7149392132508,170.689230594363,149.965363026448,142.418759260196,99.5911004494744,188.809528441932,164.592485682908,279.644603434755,157.85409856081,90.0013847145438,96.5534367922659,162.438538835384,135.565781423557,235.669019468365,185.621196370125,146.064109370112,210.520183729443,168.967219262137,220.391278849952,244.106947738493,230.61977663972,2010,279.644603434755,"Podunavlje i donje Podravlje"
"HR2000394","HR",0.0333737311760653,23127.42,10.26,28.26,14.5535266610608,34.8773154680617,22.5,24.4118609058671,14.9529814785928,23.9224917022884,45.0261301374924,52.3978991391091,21.6,19.5479868856072,19.1356834691763,40.3177047681995,49.5552549160849,75.9059357344732,20.2099219014868,3.96,47.4378159219492,28.7080557990576,17.4519551995397,46.0703694552742,110.785408332635,2023,110.785408332635,"Kopački rit"
"HR2001308","HR",0.070031902541487,21107.82,16.56,22.8799961355887,26.976560883522,49.8665461295843,84.1906506911293,58.7831397540495,51.5698390460014,92.07,58.4099663865566,107.004399375916,89.5117891484499,38.0941680926084,32.1006252354383,75.1420418550074,34.02,85.23,39.6885326117277,77.289821510911,104.293618993163,49.4397450461146,114.75,83.5126950439811,86.8366571635008,2021,114.75,"Donji tok Drave"
"HR2001354","HR",0.0457262416617566,7232.56,6.3,0.18,1.71,17.268017270118,4.06388795122504,4.64666917394847,5.00034256339073,3.63299225096736,4.77,15.9739157693088,6.29064589262009,17.82,22.41,27.590023509264,18.6841168261785,22.9513392023183,5.20491334207356,18.63,5.13,32.7702166695893,24.1559805187513,29.5609480991718,35.9737773542292,2023,35.9737773542292,"Područje oko jezera Borovik"
"HR2001414","HR",0.0630258494199355,38219.94,131.760669662305,32.49,19.0386886274815,380.8910818322,49.0233710610867,17.8562097572442,103.590686028348,49.3409249317646,29.7540999754518,24.5586790604593,49.486065406166,187.500042100847,211.68,153.98148505792,62.8911636722088,129.244352817321,63.8043400454521,65.9844802569039,45.0432978454325,161.877046830654,71.5389352918603,162.082898510699,205.425664507165,2004,380.8910818322,"Spačvanski bazen"
